~from,~id,association_type:String,data_source:String,source:String,~to,~label
ACO2,gene_disease_4872,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614559,GeneToDiseaseAssociation
F13A1,gene_disease_4873,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613225,GeneToDiseaseAssociation
SLC24A4,gene_disease_4874,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:615887,GeneToDiseaseAssociation
RASGRP2,gene_disease_4875,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:615888,GeneToDiseaseAssociation
FKBP14,gene_disease_4876,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614557,GeneToDiseaseAssociation
CA8,gene_disease_4877,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613227,GeneToDiseaseAssociation
PAFAH1B1,gene_disease_4878,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:607432,GeneToDiseaseAssociation
SLITRK1,gene_disease_4879,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613229,GeneToDiseaseAssociation
MYL2,gene_disease_4880,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608758,GeneToDiseaseAssociation
COQ2,gene_disease_4881,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:607426,GeneToDiseaseAssociation
SNORD118,gene_disease_4882,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614561,GeneToDiseaseAssociation
KIF4A,gene_disease_4883,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:313490,GeneToDiseaseAssociation
KRT71,gene_disease_4884,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:615896,GeneToDiseaseAssociation
GPR179,gene_disease_4885,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614565,GeneToDiseaseAssociation
CTPS1,gene_disease_4886,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:615897,GeneToDiseaseAssociation
DYNC1H1,gene_disease_4887,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614563,GeneToDiseaseAssociation
F13B,gene_disease_4888,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613235,GeneToDiseaseAssociation
RBCK1,gene_disease_4889,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:615895,GeneToDiseaseAssociation
ATR,gene_disease_4890,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614564,GeneToDiseaseAssociation
INF2,gene_disease_4891,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613237,GeneToDiseaseAssociation
KCNJ18,gene_disease_4892,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613239,GeneToDiseaseAssociation
MYL3,gene_disease_4893,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608751,GeneToDiseaseAssociation
CRBN,gene_disease_4894,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:607417,GeneToDiseaseAssociation
IGF1,gene_disease_4895,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608747,GeneToDiseaseAssociation
LMNA,gene_disease_4896,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:151660,GeneToDiseaseAssociation
PRICKLE3,gene_disease_4897,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:308905,GeneToDiseaseAssociation
SLC4A1,gene_disease_4898,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:112010,GeneToDiseaseAssociation
COG6,gene_disease_4899,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614576,GeneToDiseaseAssociation
EPCAM,gene_disease_4900,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613244,GeneToDiseaseAssociation
TNNC1,gene_disease_4901,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613243,GeneToDiseaseAssociation
RFC1,gene_disease_4902,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614575,GeneToDiseaseAssociation
ACTG1,gene_disease_4903,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614583,GeneToDiseaseAssociation
MYH6,gene_disease_4904,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613251,GeneToDiseaseAssociation
MRPL3,gene_disease_4905,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614582,GeneToDiseaseAssociation
MYH6,gene_disease_4906,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613252,GeneToDiseaseAssociation
VCL,gene_disease_4907,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613255,GeneToDiseaseAssociation
IFNG,gene_disease_4908,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613254,GeneToDiseaseAssociation
TSC2,gene_disease_4909,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613254,GeneToDiseaseAssociation
PLCD1,gene_disease_4910,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:151600,GeneToDiseaseAssociation
SAMD9L,gene_disease_4911,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:252270,GeneToDiseaseAssociation
MATN3,gene_disease_4912,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608728,GeneToDiseaseAssociation
BCOR,gene_disease_4913,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:300166,GeneToDiseaseAssociation
TRPV3,gene_disease_4914,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614594,GeneToDiseaseAssociation
CORIN,gene_disease_4915,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614595,GeneToDiseaseAssociation
FGFR2,gene_disease_4916,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:614592,GeneToDiseaseAssociation
SOX10,gene_disease_4917,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613266,GeneToDiseaseAssociation
EDN3,gene_disease_4918,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613265,GeneToDiseaseAssociation
HK1,gene_disease_4919,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:235700,GeneToDiseaseAssociation
AKT1,gene_disease_4920,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:176920,GeneToDiseaseAssociation
SLC4A11,gene_disease_4921,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613268,GeneToDiseaseAssociation
TCF4,gene_disease_4922,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613267,GeneToDiseaseAssociation
BCS1L,gene_disease_4923,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:124000,GeneToDiseaseAssociation
ASPM,gene_disease_4924,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608716,GeneToDiseaseAssociation
ZEB1,gene_disease_4925,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613270,GeneToDiseaseAssociation
TP53,gene_disease_4926,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:151623,GeneToDiseaseAssociation
SMARCAD1,gene_disease_4927,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:136000,GeneToDiseaseAssociation
PNPT1,gene_disease_4928,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608703,GeneToDiseaseAssociation
IL1RAPL1,gene_disease_4929,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:300143,GeneToDiseaseAssociation
SLC30A10,gene_disease_4930,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613280,GeneToDiseaseAssociation
SLC4A1,gene_disease_4931,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:112050,GeneToDiseaseAssociation
EIF2S3,gene_disease_4932,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:300148,GeneToDiseaseAssociation
KIF11,gene_disease_4933,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:152950,GeneToDiseaseAssociation
TNNI3,gene_disease_4934,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613286,GeneToDiseaseAssociation
GRXCR1,gene_disease_4935,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613285,GeneToDiseaseAssociation
LMNB2,gene_disease_4936,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608709,GeneToDiseaseAssociation
AARS1,gene_disease_4937,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613287,GeneToDiseaseAssociation
SOX9,gene_disease_4938,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:278850,GeneToDiseaseAssociation
PTH1R,gene_disease_4939,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:125350,GeneToDiseaseAssociation
BUB1,gene_disease_4940,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
BAX,gene_disease_4941,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
RAD54B,gene_disease_4942,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
PTPRJ,gene_disease_4943,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
PDGFRL,gene_disease_4944,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
DCC,gene_disease_4945,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
AKT1,gene_disease_4946,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
TP53,gene_disease_4947,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
BRAF,gene_disease_4948,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
DLC1,gene_disease_4949,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
AXIN2,gene_disease_4950,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
MCC,gene_disease_4951,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
FGFR3,gene_disease_4952,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
FLCN,gene_disease_4953,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
CCND1,gene_disease_4954,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
TLR2,gene_disease_4955,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
SRC,gene_disease_4956,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
EP300,gene_disease_4957,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
MLH3,gene_disease_4958,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
PLA2G2A,gene_disease_4959,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
CTNNB1,gene_disease_4960,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
AURKA,gene_disease_4961,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
NRAS,gene_disease_4962,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
APC,gene_disease_4963,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
BUB1B,gene_disease_4964,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
PTPN12,gene_disease_4965,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
PIK3CA,gene_disease_4966,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:114500,GeneToDiseaseAssociation
RBM20,gene_disease_4967,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613172,GeneToDiseaseAssociation
PLN,gene_disease_4968,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609909,GeneToDiseaseAssociation
LTBP4,gene_disease_4969,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613177,GeneToDiseaseAssociation
PNP,gene_disease_4970,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613179,GeneToDiseaseAssociation
DKC1,gene_disease_4971,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:305000,GeneToDiseaseAssociation
CLCN5,gene_disease_4972,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:308990,GeneToDiseaseAssociation
STRA6,gene_disease_4973,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:601186,GeneToDiseaseAssociation
LMNA,gene_disease_4974,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:181350,GeneToDiseaseAssociation
ALPL,gene_disease_4975,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:241500,GeneToDiseaseAssociation
CSTB,gene_disease_4976,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:254800,GeneToDiseaseAssociation
SFTPC,gene_disease_4977,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610913,GeneToDiseaseAssociation
P3H1,gene_disease_4978,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610915,GeneToDiseaseAssociation
TRAPPC9,gene_disease_4979,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613192,GeneToDiseaseAssociation
BEST1,gene_disease_4980,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613194,GeneToDiseaseAssociation
DNAAF1,gene_disease_4981,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613193,GeneToDiseaseAssociation
ADAMTS17,gene_disease_4982,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:613195,GeneToDiseaseAssociation
CHST3,gene_disease_4983,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143095,GeneToDiseaseAssociation
NOTCH2,gene_disease_4984,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:102500,GeneToDiseaseAssociation
USF1,gene_disease_4985,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602491,GeneToDiseaseAssociation
ERCC6,gene_disease_4986,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:278800,GeneToDiseaseAssociation
ABCA3,gene_disease_4987,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610921,GeneToDiseaseAssociation
ALDH18A1,gene_disease_4988,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:601162,GeneToDiseaseAssociation
VPS13B,gene_disease_4989,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:216550,GeneToDiseaseAssociation
CR2,gene_disease_4990,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610927,GeneToDiseaseAssociation
SCN5A,gene_disease_4991,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:601154,GeneToDiseaseAssociation
GCK,gene_disease_4992,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602485,GeneToDiseaseAssociation
COL4A1,gene_disease_4993,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:180000,GeneToDiseaseAssociation
COL11A1,gene_disease_4994,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:228520,GeneToDiseaseAssociation
SLC36A2,gene_disease_4995,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:138500,GeneToDiseaseAssociation
SLC26A1,gene_disease_4996,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167030,GeneToDiseaseAssociation
CCND1,gene_disease_4997,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:193300,GeneToDiseaseAssociation
VHL,gene_disease_4998,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:193300,GeneToDiseaseAssociation
MFN2,gene_disease_4999,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:601152,GeneToDiseaseAssociation
GNAI3,gene_disease_5000,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602483,GeneToDiseaseAssociation
FOXC1,gene_disease_5001,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602482,GeneToDiseaseAssociation
ATP1A2,gene_disease_5002,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602481,GeneToDiseaseAssociation
CD36,gene_disease_5003,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610938,GeneToDiseaseAssociation
HCN2,gene_disease_5004,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602477,GeneToDiseaseAssociation
DNMT3B,gene_disease_5005,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:242860,GeneToDiseaseAssociation
SCN5A,gene_disease_5006,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:601144,GeneToDiseaseAssociation
SLC34A3,gene_disease_5007,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:241530,GeneToDiseaseAssociation
HERC2,gene_disease_5008,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:227220,GeneToDiseaseAssociation
OCA2,gene_disease_5009,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:227220,GeneToDiseaseAssociation
PDGFRB,gene_disease_5010,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:228550,GeneToDiseaseAssociation
CTSC,gene_disease_5011,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:170650,GeneToDiseaseAssociation
ERBB2,gene_disease_5012,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167000,GeneToDiseaseAssociation
AKT1,gene_disease_5013,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167000,GeneToDiseaseAssociation
CTNNB1,gene_disease_5014,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167000,GeneToDiseaseAssociation
CDH1,gene_disease_5015,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167000,GeneToDiseaseAssociation
OPCML,gene_disease_5016,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167000,GeneToDiseaseAssociation
PIK3CA,gene_disease_5017,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167000,GeneToDiseaseAssociation
PRKN,gene_disease_5018,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167000,GeneToDiseaseAssociation
ETHE1,gene_disease_5019,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602473,GeneToDiseaseAssociation
LRP6,gene_disease_5020,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610947,GeneToDiseaseAssociation
GSC,gene_disease_5021,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602471,GeneToDiseaseAssociation
HOXD13,gene_disease_5022,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:113200,GeneToDiseaseAssociation
MFSD8,gene_disease_5023,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610951,GeneToDiseaseAssociation
TTR,gene_disease_5024,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:145680,GeneToDiseaseAssociation
TCF4,gene_disease_5025,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610954,GeneToDiseaseAssociation
PROM1,gene_disease_5026,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:603786,GeneToDiseaseAssociation
EPG5,gene_disease_5027,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:242840,GeneToDiseaseAssociation
POU4F3,gene_disease_5028,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:602459,GeneToDiseaseAssociation
